Bottom_Temperature	Cables	Clock_time	Comment	Date	Dawn	Depth	Diff_time_start	Diff_time_start_clock	Dusk	End_time_clock	Esonar file	GPA_lat_end	GPA_lat_mid	GPA_lat_start	GPA_lon_end	GPA_lon_mid	GPA_lon_start	GPA_N_end	GPA_N_mid	GPA_N_start	GPA_time_end	GPA_time_mid	GPA_time_start	GPA_W_end	GPA_W_mid	GPA_W_start	GPNumber	Latitude_end	Latitude_mid	Latitude_start	Longitude_end	Longitude_mid	Longitude_start	Mid_time_clock	Minilog_file	Minilog_file_code	Minilog_file_seq2	Net_end	Net_start	Speed Comment	Start_odii_headline_code	Start_odii_headline_file	Start_odii_Tilt_code	Start_odii_Tilt_file	Start_time_clock	Sunrise	Sunset	Tow Quality	Trawl Number	Validate	Zone
1.03	75	15:45:57		19.07.2020	05:12:00	28	302	302	21:40:00	15:45:56	GP130F.TXT	4818.4647	4818.5245	4818.5879	06310.200	06310.304	06310.402	N	N	N	15:45:57	15:43:30	15:40:55	W	W	W	GP130F	48.307745	48.30874167	48.3097833	-63.17	-63.17173333	-63.1733667	15:43:26	Minilog_TD_6385_20200719_NA	6385	0	15:48:25	15:37:05	STABLE ~ 2.2 KTS	C9084	C9084GP130F	J1259	J1259GP130F	15:40:55	05:48:00	21:04:00	Good	7		Zone12
0.15	125	17:02:28		19.07.2020	05:12:00	43	301	301	21:40:00	17:02:28	GP152F.TXT	4818.7610	4818.6806	4818.5976	06258.653	062.58.683	06258.711	N	N	N	17:02:28	16:59:58	16:57:27	W	W	W	GP152F	48.31268333	48.311333	48.30995	-62.97755	-62.97805	-62.9785166	16:59:58	Minilog_TD_6385_20200719_NA	6385	0	17:05:18	16:52:43	STABLE ~ 2.2 KTS	C9084	C9084GP152F	J1259	J1259GP152F	16:57:27	05:48:00	21:04:00	Good	8		Zone12
0.39	125	17:49:55		19.07.2020	05:12:00	45	300	301	21:40:00	17:49:55	GP138F.TXT	4823.2851	4823.2078	4823.1223	06257.727	06257.780	06257.821	N	N	N	17:49:55	17:47:25	17:44:55	W	W	W	GP138F	48.388085	48.38679667	48.38537167	-62.96211667	-62.963	-62.96368333	17:47:25	Minilog_TD_6385_20200719_NA	6385	0	17:52:35		STABLE ~ 2.2 KTS	C9084	C9084GP138F	J1259	J1259GP138F	17:44:54	05:48:00	21:04:00	Good	9		Zone12
4.87	275	18:46:24		19.07.2020	05:12:00	93	299	301	21:40:00	18:46:24	GP166F.TXT	4824.9455	4824.9806	4825.0214	06250.666	06250.778	06250.896	N	N	N	18:46:24	18:43:55	18:41:25	W	W	W	GP166F	48.41575833	48.41634333	48.41702333	-62.84443333	-62.8463	-62.84826667	18:43:54	Minilog_TD_6385_20200719_NA	6385	0	18:53:53	18:31:05	STABLE ~ 2.1 KTS	C9084	C9084GP166F	J1259	J1259GP166F	18:41:23	05:48:00	21:04:00	Good	10		Zone12
6.57	525	20:16:23		19.07.2020	05:12:00	188	302	302	21:40:00	20:16:23	GP187F.TXT	4826.8193	4826.7544	4826.6904	06238.049	06238.134	06238.218	N	N	N	20:16:23	20:13:52	20:11:21	W	W	W	GP187F	48.44698833	48.44590667	48.4448333	-62.63415	-62.63556667	-62.6369667	20:13:52	Minilog_TD_6385_20200719_NA	6385	0	20:32:24	19:48:24	FORCE A CAUSE DE VASE ~ 2.1 KTS	C9084	C9084GP187F	H950	H950GP187F	20:11:21	05:48:00	21:04:00	Good	11		ZoneE
6.3	425	05:50:11		20.07.2020	05:13:00	144	302	302	21:39:00	05:50:11	GP203F.TXT	4821.7281	4821.6763	4821.6159	06226.289	06226.387	06226.478	N	N	N	05:50:11	05:47:40	05:45:09	W	W	W	GP203F	48.362135	48.3612667	48.36025	-62.43815	-62.4397833	-62.4413	05:47:40	Minilog_TD_6385_20200720_NA	6385	0	06:02:59	05:28:05	FORCE A CAUSE DE VASE ~ 2.2 KTS	C9084	C9084GP203F	H950	H950GP203F	05:45:09	05:49:00	21:03:00	Good	1		ZoneF
0.15	150	08:00:03		20.07.2020	05:13:00	50	304	304	21:39:00	08:00:01	GP181F.TXT	4818.5669	4818.5098	4818.4398	06240.415	06240.516	06240.594	N	N	N	08:00:03	07:57:30	07:54:59	W	W	W	GP181F	48.30944833	48.3084833	48.3072333	-62.67358333	-62.6752667	-62.6765667	07:57:30	Minilog_TD_6385_20200720_NA	6385	0	08:03:14	07:49:45	FORCE ~ 2.1 KTS	C9084	C9084GP181F	H950	H950GP181F	07:54:59	05:49:00	21:03:00	Good	2		Zone12
0.02	125	09:30:03	CHALUT DÉCHIRÉ (BELLY)	20.07.2020	05:13:00	45	302	302	21:39:00	09:30:02	GP165F.TXT	4819.8517	4819.7959	4819.7253	06250.564	06250.667	06250.737	N	N	N	09:30:04	09:27:32	09:25:01	W	W	W	GP165F	48.33086167	48.3299166	48.32875	-62.84273333	-62.84445	-62.8456166	09:27:32	Minilog_TD_6385_20200720_NA	6385	0	09:32:46	09:20:10	ACCROCHE ET FORCE ~ 2.2 KTS	C9084	C9084GP165F	H950	H950GP165F	09:25:01	05:49:00	21:03:00	Bad	3		Zone12
0.1	125	11:06:43		20.07.2020	05:13:00	42	302	302	21:39:00	11:06:42	GP165A1.TXT	4819.1212	4819.0551	4818.9843	06254.789	06254.872	06254.953	N	N	N	11:06:44	11:04:14	11:01:41	W	W	W	GP165A1	48.31868667	48.317585	48.3164	-62.91315	-62.91453333	-62.9158833	11:04:13	Minilog_TD_6385_20200720_NA	6385	0	11:09:37		FORCE ~ 2.1 KTS	C9084	C9084GP165A1	H950	H950GP165A1	11:01:41	05:49:00	21:03:00	Good	4		Zone12
0.35	125	12:33:41		20.07.2020	05:13:00	40	299	301	21:39:00	12:33:41	GP153F.TXT	4812.6613	4812.5864	4812.5091	06258.041	06258.102	06258.163	N	N	N	12:33:41	12:31:11	12:28:42	W	W	W	GP153F	48.21102167	48.20977333	48.208485	-62.96735	-62.96836667	-62.96938333	12:31:11	Minilog_TD_6385_20200720_NA	6385	0	12:36:14	12:23:45	STABLE ~ 2.2 KTS	C9084	C9084GP153F	H950	H950GP153F	12:28:40	05:49:00	21:03:00	Good	5		Zone12
0.35	125	13:45:54		20.07.2020	05:13:00	41	301	301	21:39:00	13:45:54	GP169F.TXT	4810.8011	4810.7372	4810.6695	06250.798	06250.875	06250.954	N	N	N	13:45:55	13:43:27	13:40:53	W	W	W	GP169F	48.18001833	48.17895333	48.1778166	-62.84663333	-62.84791667	-62.8492333	13:43:24	Minilog_TD_6385_20200720_NA	6385	0	13:48:59	13:36:05	STABLE ~ 2.2 KTS	C9084	C9084GP169F	H950	H950GP169F	13:40:53	05:49:00	21:03:00	Good	6		Zone12
1.11	150	15:01:40		20.07.2020	05:13:00	50	302	302	21:39:00	15:01:39	GP180F.TXT	4811.3843	4811.3049	4811.2276	06241.080	06241.126	06241.166	N	N	N	15:01:40	14:59:09	14:56:38	W	W	W	GP180F	48.18973833	48.188415	48.18711667	-62.68466667	-62.68543333	-62.6861	14:59:09	Minilog_TD_6385_20200720_NA	6385	0	15:05:02	14:51:18	STABLE ~ 2.1 KTS	C9084	C9084GP180F	H950	H950GP180F	14:56:38	05:49:00	21:03:00	Good	7		Zone12
1.19	150	15:56:00		20.07.2020	05:13:00	54	301	302	21:39:00	15:55:59	GP185F.TXT	4808.7181	4808.6422	4808.5656	06239.784	06239.843	06239.887	N	N	N	15:56:00	15:53:29	15:50:59	W	W	W	GP185F	48.14530167	48.14403667	48.14276	-62.66306667	-62.66405	-62.66478333	15:53:29	Minilog_TD_6385_20200720_NA	6385	0	15:59:29	15:45:19	STABLE ~ 2.2 KTS	C9084	C9084GP185F	H950	H950GP185F	15:50:58	05:49:00	21:03:00	Good	8		Zone12
0.27	125	16:53:13		20.07.2020	05:13:00	40	302	302	21:39:00	16:53:13	GP201F.TXT	4810.4615	4810.4149	4810.3524	06232.336	06232.436	06232.522	N	N	N	16:53:13	16:50:43	16:48:11	W	W	W	GP201F	48.17435	48.1735667	48.172533	-62.538933	-62.5406	-62.542033	16:50:43	Minilog_TD_6385_20200720_NA	6385	0	16:55:51	16:43:43	STABLE ~ 2.2 KTS	C9084	C9084GP201F	H950	H950GP201F	16:48:11	05:49:00	21:03:00	Good	9		Zone12
0.19	125	18:24:05		20.07.2020	05:13:00	43	302	302	21:39:00	18:24:05	GP207F.TXT	4809.0028	4808.9441	4808.8733	06217.601	06217.694	06217.762	N	N	N	18:24:06	18:21:37	18:19:03	W	W	W	GP207F	48.15004667	48.14906833	48.1478833	-62.29335	-62.2949	-62.296033	18:21:34	Minilog_TD_6385_20200720_NA	6385	0	18:26:51		STABLE ~ 2.2 KTS	C9084	C9084GP207F	H950	H950GP207F	18:19:03	05:49:00	21:03:00	Good	10		Zone12
0.31	150	19:08:49		20.07.2020	05:13:00	46	301	302	21:39:00	19:08:49	GP227F.TXT	4810.9216	4810.8961	4810.8634	06212.484	06212.610	06212.729	N	N	N	19:08:50	19:06:19	19:03:48	W	W	W	GP227F	48.18202667	48.18160167	48.18105667	-62.20806667	-62.21016667	-62.21215	19:06:18	Minilog_TD_6385_20200720_NA	6385	0	19:12:03	19:57:55	STABLE ~ 2.2 KTS	C9084	C9084GP227F	H950	H950GP227F	19:03:47	05:49:00	21:03:00	Good	11		Zone12
0.27	150	19:57:22		20.07.2020	05:13:00	48	300	302	21:39:00	19:57:22	GP230F.TXT	4808.3571	4808.3346	4808.2826	06210.811	06210.933	06211.029	N	N	N	19:57:22	19:54:52	19:52:22	W	W	W	GP230F	48.139285	48.13891	48.13804333	-62.18018333	-62.18221667	-62.18381667	19:54:51	Minilog_TD_6385_20200720_NA	6385	0	20:01:32	19:47:16	STABLE ~ 2.2 KTS	C9084	C9084GP230F	H950	H950GP230F	19:52:20	05:49:00	21:03:00	Good	12		Zone12
0.1	125	05:26:04		21.07.2020	05:14:00	40	302	302	21:38:00	05:26:03	GP217F.TXT	4804.6611	4804.6884	4804.7125	06222.480	06222.597	06222.718	N	N	N	05:26:04	05:23:34	05:21:02	W	W	W	GP217F	48.077685	48.0781333	48.0785333	-62.37466667	-62.3766166	-62.3786333	05:23:34	Minilog_TD_6385_20200721_NA	6385	0	05:29:00	05:16:12	STABLE ~ 2.1 KTS	C9084	C9084GP217F	H950	H950GP217F	05:21:02	05:50:00	21:02:00	Good	1		Zone12
0.35	100	06:34:23		21.07.2020	05:14:00	33	301	302	21:38:00	06:34:22	GP200F.TXT	4803.9242	4803.9118	4803.8867	06230.062	06230.182	06230.301	N	N	N	06:34:23	06:31:53	06:29:22	W	W	W	GP200F	48.06540333	48.06519667	48.06477833	-62.50103333	-62.50303333	-62.50501667	06:31:53	Minilog_TD_6385_20200721_NA	6385	0	06:36:40	06:25:50	STABLE ~ 2.1 KTS	C9084	C9084GP200F	H950	H950GP200F	06:29:21	05:50:00	21:02:00	Good	2		Zone12
0.31	125	07:28:31		21.07.2020	05:14:00	44	300	301	21:38:00	07:28:31	GP218F.TXT	4801.9824	4802.0163	4802.0494	06221.941	06222.058	06222.173	N	N	N	07:28:31	07:26:02	07:23:31	W	W	W	GP218F	48.03304	48.033605	48.03415667	-62.36568333	-62.36763333	-62.36955	07:26:02	Minilog_TD_6385_20200721_NA	6385	0	07:31:30	07:19:02	STABLE ~ 2.1 KTS	C9084	C9084GP218F	H950	H950GP218F	07:23:30	05:50:00	21:02:00	Good	3		Zone12
0.63	125	08:23:48		21.07.2020	05:14:00	41	300	301	21:38:00	08:23:48	GP236F.TXT	4757.7480	4757.7834	4757.8265	06215.377	06215.495	06215.610	N	N	N	08:23:48	08:21:18	08:18:48	W	W	W	GP236F	47.9624667	47.96305667	47.963775	-62.25628333	-62.25825	-62.26016667	08:21:18	Minilog_TD_6385_20200721_NA	6385	0	08:26:40	08:14:10	ACCROCHE ET FORCE ~ 2.2 KTS	C9084	C9084GP236F	H950	H950GP236F	08:18:47	05:50:00	21:02:00	Good	4		Zone12
0.47	100	09:49:14		21.07.2020	05:14:00	32	302	302	21:38:00	09:49:14	GP243F.TXT	4800.687	4800.7015	4800.7070	06200.356	06200.480	06200.601	N	N	N	09:49:14	09:46:43	09:44:12	W	W	W	GP243F	48.01145	48.0116833	48.0117833	-62.005933	-62.008	-62.010016	09:46:43	Minilog_TD_6385_20200721_NA	6385	0	09:51:47	09:40:40	STABLE ~ 2.2 KTS	C9084	C9084GP243F	H950	H950GP243F	09:44:12	05:50:00	21:02:00	Good	5		Zone12
0.35	100	10:36:06	CHALUT DÉCHIRÉ (BELLY)	21.07.2020	05:14:00	33	302	302	21:38:00	10:36:06	GP249F.TXT	4802.7400	4802.8006	4802.8591	06158.841	06158.939	06159.029	N	N	N	10:36:06	10:33:36	10:31:04	W	W	W	GP249F	48.04566667	48.04667667	48.04765	-61.98068333	-61.98231667	-61.9838166	10:33:35	Minilog_TD_6385_20200721_NA	6385	0	10:38:10	10:28:00	ACCROCHE ET FORCE ~ 2.2 KTS	C9084	C9084GP249F	H950	H950GP249F	10:31:04	05:50:00	21:02:00	Bad	6		Zone12
0.39	125	12:01:48		21.07.2020	05:14:00	41	301	301	21:38:00	12:01:48	GP249A1.TXT	4807.6181	4807.6800	4807.7367	06203.462	06203.546	06203.626	N	N	N	12:01:48	11:59:18	11:56:47	W	W	W	GP249A1	48.129667	48.128	48.1289333	-62.05777	-62.0591	-62.0604333	11:59:18	Minilog_TD_6385_20200721_NA	6385	0	12:04:30	11:52:26	ACCROCHE ET FORCE ~ 2.2 KTS	C9084	C9084GP249A1	H950	H950GP249A1	11:56:47	05:50:00	21:02:00	Good	7		Zone12
0.23	100	13:17:27		21.07.2020	05:14:00	34	302	302	21:38:00	13:17:26	GP261F.TXT	4802.6621	4802.716	4802.7718	06153.363	06153.459	06153.561	N	N	N	13:17:27	13:14:56	13:12:25	W	W	W	GP261F	48.04436833	48.0452667	48.0461833	-61.88938333	-61.890983	-61.8926833	13:14:56	Minilog_TD_6385_20200721_NA	6385	0	13:19:51		STABLE ~ 2.1 KTS	C9084	C9084GP261F	H950	H950GP261F	13:12:25	05:50:00	21:02:00	Good	8		Zone12
0.43	100	14:13:56		21.07.2020	05:14:00	31	300	301	21:38:00	14:13:56	GP257F.TXT	4759.0804	4759.1349	4759.1932	06154.679	06154.773	06154.869	N	N	N	14:13:56	14:11:27	14:08:56	W	W	W	GP257F	47.98467333	47.98558167	47.98655333	-61.91131667	-61.91288333	-61.91448333	14:11:26	Minilog_TD_6385_20200721_NA	6385	0	14:16:04		STABLE ~ 2.1 KTS	C9084	C9084GP257F	H950	H950GP257F	14:08:55	05:50:00	21:02:00	Good	9		Zone12
0.63	100	15:38:07		21.07.2020	05:14:00	31	302	302	21:38:00	15:38:07	GP278F.TXT	4756.9740	4757.0094	4757.0407	06140.202	06140.317	06140.439	N	N	N	15:38:07	15:35:37	15:33:05	W	W		GP278F	47.94956667	47.95015667	47.9950667	-61.67003333	-61.67195	-61.6739833	15:35:37	Minilog_TD_6385_20200721_NA	6385	0	15:40:35	15:29:21	STABLE ~ 2.1 KTS	C9084	C9084GP278F	H950	H950GP278F	15:33:05	05:50:00	21:02:00	Good	10		Zone12
0.31	100	17:02:59		21.07.2020	05:14:00	37	301	302	21:38:00	17:02:59	GP290F.TXT	4802.3020	4802.3304	4802.3406	06127.547	06127.667	06127.788	N	N	N	17:02:59	17:00:29	16:57:58	W	W	W	GP290F	48.03836667	48.03884	48.03901	-61.45911667	-61.46111667	-61.46313333	17:00:28	Minilog_TD_6385_20200721_NA	6385	0	17:05:51	16:54:05	STABLE ~ 2.1 KTS	C9084	C9084GP290F	H950	H950GP290F	16:57:57	05:50:00	21:02:00	Good	11		Zone12
0.59	100	17:41:58		21.07.2020	05:14:00	33	298	302	21:38:00	17:41:57	GP287F.TXT	4759.1004	4759.1777	4759.2562	06127.474	06127.539	06127.578	N	N	N	17:41:58	17:39:27	17:37:00	W	W	W	GP287F	47.98500667	47.986295	47.98760333	-61.4579	-61.45898333	-61.45963333	17:39:27	Minilog_TD_6385_20200721_NA	6385	0	17:44:24		STABLE ~ 2.2 KTS	C9084	C9084GP287F	H950	H950GP287F	17:36:56	05:50:00	21:02:00	Good	12		Zone12
0.63	100	18:19:31		21.07.2020	05:14:00	31	300	302	21:38:00	18:19:31	GP303F.TXT	4757.2354	4757.2795	4757.3209	06122.575	06122.694	06122.810	N	N	N	18:19:31	18:17:00	18:14:31	W	W	W	GP303F	47.95392333	47.95465833	47.95534833	-61.37625	-61.37823333	-61.38016667	18:17:00	Minilog_TD_6385_20200721_NA	6385	0	18:21:54	18:10:35	ACCROCHAGES ~ 2.1 KTS	C9084	C9084GP303F	H950	H950GP303F	18:14:29	05:50:00	21:02:00	Good	13		Zone12
	75	19:07:33	CHALUT DÉCHIRÉ (POCHE ET BELLY)	21.07.2020	05:14:00	29	299	301	21:38:00	19:07:33	GP300F.TXT	4754.2595	4754.2923	4754.3182	06122.374	06122.495	06122.619	N	N	N	19:07:33	19:05:03	19:02:34	W	W	W	GP300F	47.904325	47.90487167	47.90530333	-61.3729	-61.37491667	-61.37698333	19:05:03	Minilog_TD_6385_20200721_NA	6385	0	19:09:36	18:59:22	ACCROCHE ET FORCE ~ 2.2 KTS	C9084	C9084GP300F	H950	H950GP300F	19:02:32	05:50:00	21:02:00	Bad	14		Zone12
1.31	75	19:59:25		21.07.2020	05:14:00	28	302	302	21:38:00	19:59:24	GP300A1.TXT	4754.0817	4754.1291	4754.1731	06118.054	06118.165	06118.273	N	N	N	19:59:25	19:56:54	19:54:23	W	W	W	GP300A1	47.90136167	47.90215	47.90288833	-61.3009	-61.30275	-61.30455	19:56:54	Minilog_TD_6385_20200721_NA	6385	0	20:01:07		ACCROCHE ET FORCE ~ 2.2 KTS	C9084	C9084GP300A1	H950	H950GP300A1	19:54:23	05:50:00	21:02:00	Good	15		Zone12
1.74	75	05:26:37		22.07.2020	05:15:00	22	302	302	21:37:00	05:26:37	GP253F.TXT	4741.8939	4741.9325	4741.9789	06156.308	06156.416	06156.524	N	N	N	05:26:37	05:24:07	05:21:35	W	W	W	GP253F	47.69823167	47.6988667	47.699633	-61.93846667	-61.9402667	-61.9420667	05:24:07	Minilog_TD_6385_20200722_NA	6385	0	05:28:22	05:19:00	STABLE ~ 2.2 KTS	C9084	C9084GP253F	H950	H950GP253F	05:21:35	05:51:00	21:01:00	Good	1		Zone12
1.5	75	06:09:44		22.07.2020	05:15:00	22	302	302	21:37:00	06:09:44	GP242F.TXT	4742.3413	4742.3862	4742.4283	06157.645	06157.760	06157.876	N	N	N	06:09:44	06:07:14	06:04:42	W	W	W	GP242F	47.70568833	47.70643333	47.7071333	-61.96075	-61.9626667	-61.96461667	06:07:14	Minilog_TD_6385_20200722_NA	6385	0	06:11:25	06:01:40	STABLE ~ 2.2 KTS	C9084	C9084GP242F	H950	H950GP242F	06:04:42	05:51:00	21:01:00	Good	2		Zone12
1.62	50	06:52:08		22.07.2020	05:15:00	20	302	302	21:37:00	06:52:08	GP239F.TXT	4740.3579	4740.4171	4740.4730	06159.002	06159.100	06154.202	N	N	N	06:52:08	06:49:38	06:47:06	W	W		GP239F	47.67263167	47.67361833	47.67455	-61.98336667	-61.985	-61.9033667	06:49:38	Minilog_TD_6385_20200722_NA	6385	0	06:53:35		STABLE ~ 2.1 KTS	C9084	C9084GP239F	H950	H950GP239F	06:47:06	05:51:00	21:01:00	Good	3		Zone12
0.43	75	08:31:16		22.07.2020	05:15:00	29	302	302	21:37:00	08:31:16	GP224F.TXT	4738.9671	4739.0250	4739.0781	06212.846	06212.942	06213.039	N	N	N	08:31:16	08:28:46	08:26:14	W	W	W	GP224F	47.64945167	47.65041667	47.6513	-62.2141	-62.2157	-62.21731667	08:28:46	Minilog_TD_6385_20200722_NA	6385	0	08:33:08	08:22:50	STABLE ~ 2.1 KTS	C9084	C9084GP224F	H950	H950GP224F	08:26:14	05:51:00	21:01:00	Good	4		Zone12
0.63	100	09:50:51		22.07.2020	05:15:00	30	302	302	21:37:00	09:50:50	GP213F.TXT	4737.7762	4737.8117	4737.8440	06223.137	06223.251	06223.367	N	N	N	09:50:51	09:48:22	09:45:49	W	W	W	GP213F	47.62960333	47.630195	47.6307333	-62.38561667	-62.38751667	-62.38945	09:48:21	Minilog_TD_6385_20200722_NA	6385	0	09:53:11	09:41:59	ACCROCHAGES ~ 2.1 KTS	C9084	C9084GP213F	H950	H950GP213F	09:45:49	05:51:00	21:01:00	Good	5		Zone12
0.63	125	10:45:00		22.07.2020	05:15:00	41	302	302	21:37:00	10:44:59	GP205F.TXT	4735.9286	4735.9617	4735.9918	06227.827	06227.944	06228.063	N	N	N	10:45:00	10:42:30	10:39:58	W	W	W	GP205F	47.59881	47.59936167	47.59985	-62.46378333	-62.46573333	-62.46771667	10:42:29	Minilog_TD_6385_20200722_NA	6385	0	10:47:55	10:35:45	STABLE ~ 2.1 KTS	C9084	C9084GP205F	H950	H950GP205F	10:39:58	05:51:00	21:01:00	Good	6		Zone12
0.27	100	11:56:00		22.07.2020	05:15:00	31	303	303	21:37:00	11:55:59	GP222F.TXT	4733.3929	4733.4304	4733.4631	06216.307	06216.422	06216.539	N	N	N	11:56:01	11:53:30	11:50:57	W	W	W	GP222F	47.55654833	47.55717333	47.55771667	-62.27178333	-62.2737	-62.27565	11:53:28	Minilog_TD_6385_20200722_NA	6385	0	11:58:26	11:46:45	STABLE ~ 2.2 KTS	C9084	C9084GP222F	H950	H950GP222F	11:50:57	05:51:00	21:01:00	Good	7		Zone12
0.43	100	13:06:14		22.07.2020	05:15:00	33	302	302	21:37:00	13:06:14	GP211F.TXT	4730.4005	4730.4323	4730.4570	06223.504	06223.625	06223.747	N	N	N	13:06:14	13:03:43	13:01:12	W	W	W	GP211F	47.506675	47.507205	47.5076166	-62.39173333	-62.39391667	-62.3957833	13:03:43	Minilog_TD_6385_20200722_NA	6385	0	13:08:32		STABLE ~ 2.1 KTS	C9084	C9084GP211F	H950	H950GP211F	13:01:12	05:51:00	21:01:00	Good	8		Zone12
0.39	100	14:31:36		22.07.2020	05:15:00	37	303	303	21:37:00	14:31:35	GP194F.TXT	4729.3653	4729.3806	4729.4004	06234.699	06234.821	06234.945	N	N	N	14:31:36	13:48:44	14:26:33	W	W	W	GP194F	47.48942167	47.489667	47.49	-62.57831667	-62.58035	-62.58241667	14:29:04	Minilog_TD_6385_20200722_NA	6385	0	14:33:49		STABLE ~ 2.2 KTS	C9084	C9084GP194F	H950	H950GP194F	14:26:33	05:51:00	21:01:00	Good	9		Zone12
0.35	100	15:39:35		22.07.2020	05:15:00	37	300	302	21:37:00	15:39:35	GP199F.TXT	4725.8117	4725.7362	4725.6577	06230.761	06230.819	06230.863	N	N	N	15:39:36	15:37:05	15:34:35	W	W	W	GP199F	47.430195	47.42893667	47.42762833	-62.51268333	-62.51365	-62.51438333	15:37:04	Minilog_TD_6385_20200722_NA	6385	0	15:41:51	15:30:40	STABLE ~ 2.1 KTS	C9084	C9084GP199F	H950	H950GP199F	15:34:33	05:51:00	21:01:00	Good	10		Zone12
0.1	100	17:06:47		22.07.2020	05:15:00	31	302	305	21:37:00	17:06:44	GP219F.TXT	4722.9119	4722.9435	4722.9608	06221.735	06221.855	06221.973	N	N	N	17:06:48	17:04:13	17:01:45	W	W	W	GP219F	47.381865	47.38239167	47.38268	-62.36225	-62.36425	-62.36621667	17:04:13	Minilog_TD_6385_20200722_NA	6385	0	17:08:15		FORCE ~ 2.2 KTS	C9084	C9084GP219F	H950	H950GP219F	17:01:42	05:51:00	21:01:00	Good	11		Zone12
0.06	100	18:12:25		22.07.2020	05:15:00	33	300	301	21:37:00	18:12:25	GP212F.TXT	4719.0106	4719.0151	4719.0124	06226.842	06226.968	06227.098	N	N	N	18:12:26	18:09:56	18:07:25	W	W	W	GP212F	47.31684333	47.31691833	47.31687333	-62.44736667	-62.44946667	-62.45163333	18:09:55	Minilog_TD_6385_20200722_NA	6385	0	18:14:45		STABLE ~ 2.1 KTS	C9084	C9084GP212F	H950	H950GP212F	18:07:24	05:51:00	21:01:00	Good	12		Zone12
0.19	100	19:20:24		22.07.2020	05:15:00	34	300	302	21:37:00	19:20:24	GP196F.TXT	4716.5804	4716.6050	4716.6198	06234.023	06234.147	06234.272	N	N	N	19:20:24	19:17:54	19:15:24	W	W	W	GP196F	47.27634	47.27675	47.27699667	-62.56705	-62.56911667	-62.5712	19:17:53	Minilog_TD_6385_20200722_NA	6385	0	19:22:56	19:11:21	STABLE ~ 2.1 KTS	C9084	C9084GP196F	H950	H950GP196F	19:15:22	05:51:00	21:01:00	Good	13		Zone12
0.15	10	20:14:25		22.07.2020	05:15:00	35	301	301	21:37:00	20:14:25	GP188F.TXT	4715.2388	4715.2277	4715.2064	06237.754	06237.884	06238.013	N	N	N	20:14:25	20:11:56	20:09:24	W	W	W	GP188F	47.25398	47.253795	47.253433	-62.62923333	-62.6314	-62.63355	20:11:56	Minilog_TD_6385_20200722_NA	6385	0	20:16:42	20:05:22	STABLE ~ 2.2 KTS	C9084	C9084GP188F	H950	H950GP188F	20:09:24	05:51:00	21:01:00	Good	14		Zone12
1.39	75	05:39:48		23.07.2020	05:16:00	28	302	302	21:36:00	05:39:48	GP234F.TXT	4635.1155	4635.0694	4635.0252	06214.253	06214.367	06214.475	N	N	N	05:39:48	05:37:17	05:34:46	W	W	W	GP234F	46.58525833	46.58449	46.58375	-62.23755	-62.23945	-62.24125	05:37:17	Minilog_TD_6385_20200723_NA	6385	0	05:41:38	05:31:26	STABLE ~ 2.1 KTS	C9084	C9084GP234F	H950	H950GP234F	05:34:46	05:52:00	21:00:00	Good	1		Zone12
1.39	100	07:09:09		23.07.2020	05:16:00	35	302	302	21:36:00	07:09:08	GP240F.TXT	4637.2702	4637.2653	4637.2576	06157.529	06157.660	06157.789	N	N	N	07:09:09	07:06:40	07:04:07	W	W	W	GP240F	46.62117	46.62108833	46.62095	-61.95881667	-61.961	-61.96315	07:06:38	Minilog_TD_6385_20200723_NA	6385	0	07:11:12	06:59:44	STABLE ~ 2.1 KTS	C9084	C9084GP240F	H950	H950GP240F	07:04:07	05:52:00	21:00:00	Good	2		Zone12
1.23	100	07:56:33		23.07.2020	05:16:00	30	298	302	21:36:00	07:56:32	GP265F.TXT	4635.6972	4635.6822	4635.6790	06150.286	06150.415	06150.544	N	N	N	07:56:33	07:54:02	07:51:35	W	W	W	GP265F	46.59495333	46.59470333	46.59465	-61.8381	-61.84025	-61.8424	07:54:02	Minilog_TD_6385_20200723_NA	6385	0	07:58:44	07:47:55	STABLE ~ 2.1 KTS	C9084	C9084GP265F	H950	H950GP265F	07:51:31	05:52:00	21:00:00	Good	3		Zone12
1.31	100	05:37:06		28.07.2020	05:23:00	33	304	304	21:30:00	05:37:03	GP274F.TXT	4636.8417	4636.7901	4636.7261	06142.200	06142.301	06142.381	N	N	N	05:37:07	05:34:35	05:32:02	W	W	W	GP274F	46.61402833	46.61316833	46.6121	-61.70333333	-61.70501667	-61.70635	05:34:33	Minilog_TD_6385_20200728_NA	6385	0	05:39:16	05:28:10	STABLE ~ 2.1 KTS	C9084	C9084GP274F	H950	H950GP274F	05:32:02	05:58:00	20:55:00	Good	1		Zone12
1.23	100	06:44:11		28.07.2020	05:23:00	35	302	302	21:30:00	06:44:11	GP268F.TXT	4640.8618	4640.7948	4640.7187	06146.187	06146.265	06146.320	N	N	N	06:44:11	06:41:42	06:39:09	W	W	W	GP268F	46.68103	46.67991333	46.6786333	-61.76978333	-61.77108333	-61.772	06:41:40	Minilog_TD_6385_20200728_NA	6385	0	06:46:45	06:35:34	STABLE ~ 2.2 KTS	C9084	C9084GP268F	H950	H950GP268F	06:39:09	05:58:00	20:55:00	Good	2		Zone12
